Type;Class;Variable1;Variable2;Variable3;Frequency;Frequency_Difference;
U;0;(type_employer, State-gov);(fnlwgt, '\'(138590-176261.5]\'');(occupation, Machine-op-inspct);0.0003;;
U;0;(type_employer, State-gov);(occupation, Machine-op-inspct);(relationship, Not-in-family);0.0003;;
U;0;(type_employer, State-gov);(occupation, Machine-op-inspct);(sex, Female);0.0003;;
U;0;(occupation, Machine-op-inspct);(race, Black);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0003;;
U;0;(age, '\'(52.5-inf)\'');(occupation, Craft-repair);(relationship, Other-relative);0.0003;;
U;0;(fnlwgt, '\'(138590-176261.5]\'');(education_num, 6);(occupation, Adm-clerical);0.0003;;
U;0;(type_employer, Self-emp-not-inc);(marital_status, Married-spouse-absent);(relationship, Unmarried);0.0003;;
U;0;(type_employer, Self-emp-not-inc);(relationship, Unmarried);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(age, '\'(39.5-45.5]\'');(marital_status, Widowed);(occupation, Transport-moving);0.0003;;
U;0;(education_num, 7);(occupation, Farming-fishing);(relationship, Not-in-family);0.0003;;
U;0;(age, '\'(-inf-27.5]\'');(education_num, 15);(hr_worked_per_week, '\'(39.5-40.5]\'');0.0003;;
U;0;(type_employer, Private);(marital_status, Married-AF-spouse);(occupation, Adm-clerical);0.0003;;
U;0;(type_employer, State-gov);(education_num, 11);(occupation, Other-service);0.0003;;
U;0;(education_num, 4);(occupation, Prof-specialty);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0003;;
U;0;(marital_status, Never-married);(occupation, Transport-moving);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0003;;
U;0;(education_num, 7);(sex, Female);(hr_worked_per_week, '\'(52.5-inf)\'');0.0003;;
U;0;(fnlwgt, '\'(-inf-96945]\'');(marital_status, Married-spouse-absent);(occupation, Sales);0.0003;;
U;0;(fnlwgt, '\'(138590-176261.5]\'');(marital_status, Widowed);(occupation, Handlers-cleaners);0.0003;;
U;0;(type_employer, Local-gov);(race, Asian-Pac-Islander);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0003;;
U;0;(education_num, 4);(sex, Female);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0003;;
U;0;(type_employer, Local-gov);(education_num, 6);(relationship, Own-child);0.0003;;
U;0;(education_num, 5);(marital_status, Divorced);(occupation, Transport-moving);0.0003;;
U;0;(education_num, 5);(occupation, Transport-moving);(race, Black);0.0003;;
U;0;(type_employer, Self-emp-inc);(education_num, 13);(marital_status, Separated);0.0003;;
U;0;(type_employer, Self-emp-inc);(marital_status, Separated);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0003;;
U;0;(age, '\'(27.5-34.5]\'');(type_employer, State-gov);(race, Asian-Pac-Islander);0.0003;;
U;0;(marital_status, Never-married);(occupation, Protective-serv);(race, Asian-Pac-Islander);0.0003;;
U;0;(occupation, Protective-serv);(race, Asian-Pac-Islander);(hr_worked_per_week, '\'(39.5-40.5]\'');0.0003;;
U;0;(age, '\'(34.5-39.5]\'');(fnlwgt, '\'(206692.5-276793.5]\'');(marital_status, Married-spouse-absent);0.0003;;
U;0;(education_num, 5);(marital_status, Divorced);(occupation, Adm-clerical);0.0003;;
U;0;(type_employer, Self-emp-inc);(occupation, Adm-clerical);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0003;;
U;0;(occupation, Sales);(relationship, Other-relative);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0003;;
U;0;(education_num, 6);(occupation, Handlers-cleaners);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0003;;
U;0;(type_employer, Federal-gov);(fnlwgt, '\'(96945-138590]\'');(occupation, Other-service);0.0003;;
U;0;(type_employer, Federal-gov);(fnlwgt, '\'(96945-138590]\'');(relationship, Other-relative);0.0003;;
U;0;(type_employer, Private);(education_num, 15);(marital_status, Widowed);0.0003;;
U;0;(education_num, 15);(marital_status, Widowed);(sex, Female);0.0003;;
U;0;(education_num, 15);(marital_status, Widowed);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0003;;
U;0;(education_num, 7);(marital_status, Never-married);(occupation, Tech-support);0.0003;;
U;0;(age, '\'(45.5-52.5]\'');(race, Amer-Indian-Eskimo);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0003;;
U;0;(fnlwgt, '\'(96945-138590]\'');(occupation, Exec-managerial);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(education_num, 12);(marital_status, Never-married);(race, Other);0.0003;;
U;0;(education_num, 12);(relationship, Not-in-family);(race, Other);0.0003;;
U;0;(fnlwgt, '\'(206692.5-276793.5]\'');(education_num, 5);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0003;;
U;0;(type_employer, Federal-gov);(fnlwgt, '\'(-inf-96945]\'');(relationship, Other-relative);0.0003;;
U;0;(type_employer, Federal-gov);(race, Amer-Indian-Eskimo);(sex, Male);0.0003;;
U;0;(fnlwgt, '\'(-inf-96945]\'');(relationship, Other-relative);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(type_employer, Local-gov);(fnlwgt, '\'(176261.5-206692.5]\'');(marital_status, Married-spouse-absent);0.0003;;
U;0;(type_employer, Local-gov);(education_num, 9);(marital_status, Married-spouse-absent);0.0003;;
U;0;(type_employer, Local-gov);(education_num, 7);(occupation, Transport-moving);0.0003;;
U;0;(type_employer, Self-emp-not-inc);(marital_status, Widowed);(occupation, Exec-managerial);0.0003;;
U;0;(education_num, 14);(occupation, Sales);(relationship, Own-child);0.0003;;
U;0;(age, '\'(27.5-34.5]\'');(type_employer, Local-gov);(race, Asian-Pac-Islander);0.0003;;
U;0;(education_num, 11);(occupation, Protective-serv);(relationship, Own-child);0.0003;;
U;0;(age, '\'(34.5-39.5]\'');(race, Amer-Indian-Eskimo);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0003;;
U;0;(age, '\'(39.5-45.5]\'');(occupation, Sales);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(marital_status, Married-civ-spouse);(occupation, Craft-repair);(relationship, Other-relative);0.0003;;
U;0;(type_employer, Self-emp-inc);(education_num, 6);(occupation, Craft-repair);0.0003;;
U;0;(type_employer, Self-emp-not-inc);(relationship, Other-relative);(race, Black);0.0003;;
U;0;(fnlwgt, '\'(206692.5-276793.5]\'');(marital_status, Widowed);(relationship, Other-relative);0.0003;;
U;0;(age, '\'(52.5-inf)\'');(marital_status, Never-married);(occupation, Protective-serv);0.0003;;
U;0;(age, '\'(45.5-52.5]\'');(education_num, 4);(occupation, Transport-moving);0.0003;;
U;0;(fnlwgt, '\'(138590-176261.5]\'');(marital_status, Married-spouse-absent);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0003;;
U;0;(type_employer, Federal-gov);(occupation, Machine-op-inspct);(relationship, Unmarried);0.0003;;
U;0;(type_employer, Self-emp-not-inc);(education_num, 11);(relationship, Other-relative);0.0003;;
U;0;(education_num, 11);(occupation, Tech-support);(relationship, Other-relative);0.0003;;
U;0;(education_num, 5);(marital_status, Widowed);(occupation, Other-service);0.0003;;
U;0;(age, '\'(27.5-34.5]\'');(occupation, Machine-op-inspct);(race, Other);0.0003;;
U;0;(occupation, Machine-op-inspct);(relationship, Not-in-family);(race, Other);0.0003;;
U;0;(education_num, 9);(marital_status, Married-AF-spouse);(relationship, Wife);0.0003;;
U;0;(fnlwgt, '\'(206692.5-276793.5]\'');(education_num, 9);(race, Asian-Pac-Islander);0.0003;;
U;0;(type_employer, Federal-gov);(occupation, Adm-clerical);(race, Asian-Pac-Islander);0.0003;;
U;0;(type_employer, Federal-gov);(fnlwgt, '\'(206692.5-276793.5]\'');(relationship, Other-relative);0.0003;;
U;0;(type_employer, Federal-gov);(education_num, 13);(relationship, Other-relative);0.0003;;
U;0;(age, '\'(34.5-39.5]\'');(marital_status, Separated);(occupation, Protective-serv);0.0003;;
U;0;(age, '\'(39.5-45.5]\'');(education_num, 7);(occupation, Farming-fishing);0.0003;;
U;0;(age, '\'(52.5-inf)\'');(occupation, Exec-managerial);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(type_employer, Self-emp-not-inc);(relationship, Not-in-family);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(age, '\'(52.5-inf)\'');(education_num, 11);(marital_status, Separated);0.0003;;
U;0;(fnlwgt, '\'(96945-138590]\'');(education_num, 11);(marital_status, Separated);0.0003;;
U;0;(age, '\'(39.5-45.5]\'');(occupation, Farming-fishing);(relationship, Other-relative);0.0003;;
U;0;(fnlwgt, '\'(206692.5-276793.5]\'');(occupation, Farming-fishing);(relationship, Other-relative);0.0003;;
U;0;(age, '\'(45.5-52.5]\'');(type_employer, State-gov);(marital_status, Widowed);0.0003;;
U;0;(type_employer, State-gov);(fnlwgt, '\'(206692.5-276793.5]\'');(marital_status, Widowed);0.0003;;
U;0;(occupation, Machine-op-inspct);(relationship, Unmarried);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0003;;
U;0;(age, '\'(45.5-52.5]\'');(occupation, Exec-managerial);(relationship, Own-child);0.0003;;
U;0;(age, '\'(27.5-34.5]\'');(occupation, Protective-serv);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(age, '\'(39.5-45.5]\'');(fnlwgt, '\'(138590-176261.5]\'');(race, Amer-Indian-Eskimo);0.0003;;
U;0;(type_employer, Self-emp-not-inc);(fnlwgt, '\'(138590-176261.5]\'');(race, Amer-Indian-Eskimo);0.0003;;
U;0;(type_employer, Self-emp-not-inc);(marital_status, Divorced);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(fnlwgt, '\'(138590-176261.5]\'');(occupation, Craft-repair);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(education_num, 12);(marital_status, Divorced);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(education_num, 11);(relationship, Not-in-family);(race, Asian-Pac-Islander);0.0003;;
U;0;(age, '\'(34.5-39.5]\'');(fnlwgt, '\'(96945-138590]\'');(education_num, 4);0.0003;;
U;0;(type_employer, Federal-gov);(relationship, Not-in-family);(race, Asian-Pac-Islander);0.0003;;
U;0;(age, '\'(39.5-45.5]\'');(education_num, 5);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0003;;
U;0;(education_num, 6);(race, Black);(hr_worked_per_week, '\'(52.5-inf)\'');0.0003;;
U;0;(age, '\'(34.5-39.5]\'');(fnlwgt, '\'(206692.5-276793.5]\'');(education_num, 5);0.0003;;
U;0;(type_employer, Self-emp-not-inc);(education_num, 6);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0003;;
U;0;(age, '\'(45.5-52.5]\'');(occupation, Farming-fishing);(sex, Female);0.0003;;
U;0;(fnlwgt, '\'(138590-176261.5]\'');(marital_status, Separated);(occupation, Protective-serv);0.0003;;
U;0;(marital_status, Separated);(occupation, Protective-serv);(sex, Female);0.0003;;
U;0;(fnlwgt, '\'(176261.5-206692.5]\'');(marital_status, Married-spouse-absent);(race, Black);0.0003;;
U;0;(fnlwgt, '\'(-inf-96945]\'');(education_num, 11);(marital_status, Separated);0.0003;;
U;0;(education_num, 12);(occupation, Tech-support);(relationship, Wife);0.0003;;
U;0;(age, '\'(34.5-39.5]\'');(type_employer, Federal-gov);(occupation, Other-service);0.0003;;
U;0;(type_employer, Local-gov);(education_num, 15);(marital_status, Divorced);0.0003;;
U;0;(fnlwgt, '\'(176261.5-206692.5]\'');(education_num, 10);(race, Other);0.0003;;
U;0;(fnlwgt, '\'(176261.5-206692.5]\'');(occupation, Protective-serv);(relationship, Unmarried);0.0003;;
U;0;(marital_status, Married-civ-spouse);(occupation, Priv-house-serv);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0003;;
U;0;(fnlwgt, '\'(176261.5-206692.5]\'');(marital_status, Widowed);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0003;;
U;0;(education_num, 14);(relationship, Unmarried);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0003;;
U;0;(education_num, 12);(occupation, Protective-serv);(race, Black);0.0003;;
U;0;(fnlwgt, '\'(176261.5-206692.5]\'');(education_num, 5);(relationship, Unmarried);0.0003;;
U;0;(age, '\'(39.5-45.5]\'');(occupation, Sales);(relationship, Other-relative);0.0003;;
U;0;(education_num, 3);(occupation, Craft-repair);(hr_worked_per_week, '\'(39.5-40.5]\'');0.0003;;
U;0;(type_employer, Federal-gov);(fnlwgt, '\'(96945-138590]\'');(marital_status, Widowed);0.0003;;
U;0;(type_employer, Federal-gov);(marital_status, Widowed);(occupation, Other-service);0.0003;;
U;0;(occupation, Transport-moving);(race, Amer-Indian-Eskimo);(hr_worked_per_week, '\'(52.5-inf)\'');0.0003;;
U;0;(education_num, 6);(occupation, Sales);(hr_worked_per_week, '\'(52.5-inf)\'');0.0003;;
U;0;(education_num, 13);(occupation, Handlers-cleaners);(race, Black);0.0003;;
U;0;(age, '\'(45.5-52.5]\'');(education_num, 4);(relationship, Wife);0.0003;;
U;0;(age, '\'(-inf-27.5]\'');(education_num, 14);(occupation, Other-service);0.0003;;
U;0;(marital_status, Married-spouse-absent);(occupation, Craft-repair);(sex, Female);0.0003;;
U;0;(marital_status, Separated);(occupation, Adm-clerical);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0003;;
U;0;(marital_status, Married-spouse-absent);(occupation, Machine-op-inspct);(hr_worked_per_week, '\'(39.5-40.5]\'');0.0003;;
U;0;(age, '\'(-inf-27.5]\'');(occupation, Tech-support);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0003;;
U;0;(occupation, Other-service);(relationship, Husband);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(fnlwgt, '\'(138590-176261.5]\'');(marital_status, Widowed);(relationship, Other-relative);0.0003;;
U;0;(fnlwgt, '\'(276793.5-inf)\'');(relationship, Not-in-family);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(education_num, 10);(occupation, Handlers-cleaners);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0003;;
U;0;(fnlwgt, '\'(276793.5-inf)\'');(education_num, 9);(marital_status, Married-AF-spouse);0.0003;;
U;0;(occupation, Exec-managerial);(relationship, Unmarried);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(occupation, Protective-serv);(relationship, Own-child);(hr_worked_per_week, '\'(52.5-inf)\'');0.0003;;
U;0;(fnlwgt, '\'(-inf-96945]\'');(marital_status, Widowed);(occupation, Tech-support);0.0003;;
U;0;(age, '\'(-inf-27.5]\'');(education_num, 5);(occupation, Farming-fishing);0.0003;;
U;0;(education_num, 5);(marital_status, Never-married);(occupation, Farming-fishing);0.0003;;
U;0;(education_num, 13);(occupation, Transport-moving);(race, Black);0.0003;;
U;0;(age, '\'(39.5-45.5]\'');(relationship, Other-relative);(hr_worked_per_week, '\'(52.5-inf)\'');0.0003;;
U;0;(fnlwgt, '\'(138590-176261.5]\'');(occupation, Craft-repair);(relationship, Other-relative);0.0003;;
U;0;(relationship, Other-relative);(race, Black);(hr_worked_per_week, '\'(52.5-inf)\'');0.0003;;
U;0;(education_num, 7);(occupation, Adm-clerical);(relationship, Other-relative);0.0003;;
U;0;(age, '\'(39.5-45.5]\'');(marital_status, Married-spouse-absent);(relationship, Own-child);0.0003;;
U;0;(fnlwgt, '\'(176261.5-206692.5]\'');(marital_status, Married-spouse-absent);(relationship, Own-child);0.0003;;
U;0;(fnlwgt, '\'(176261.5-206692.5]\'');(relationship, Not-in-family);(race, Other);0.0003;;
U;0;(age, '\'(45.5-52.5]\'');(fnlwgt, '\'(276793.5-inf)\'');(race, Asian-Pac-Islander);0.0003;;
U;0;(type_employer, Self-emp-not-inc);(marital_status, Separated);(race, Black);0.0003;;
U;0;(age, '\'(27.5-34.5]\'');(fnlwgt, '\'(-inf-96945]\'');(marital_status, Widowed);0.0003;;
U;0;(age, '\'(27.5-34.5]\'');(education_num, 9);(marital_status, Widowed);0.0003;;
U;0;(age, '\'(27.5-34.5]\'');(marital_status, Widowed);(sex, Male);0.0003;;
U;0;(age, '\'(34.5-39.5]\'');(occupation, Transport-moving);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(fnlwgt, '\'(176261.5-206692.5]\'');(occupation, Transport-moving);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(fnlwgt, '\'(206692.5-276793.5]\'');(occupation, Machine-op-inspct);(race, Other);0.0003;;
U;0;(marital_status, Never-married);(relationship, Other-relative);(race, Other);0.0003;;
U;0;(occupation, Machine-op-inspct);(race, Other);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0003;;
U;0;(type_employer, Self-emp-not-inc);(race, Asian-Pac-Islander);(sex, Female);0.0003;;
U;0;(age, '\'(45.5-52.5]\'');(occupation, Transport-moving);(sex, Female);0.0003;;
U;0;(fnlwgt, '\'(96945-138590]\'');(education_num, 12);(marital_status, Separated);0.0003;;
U;0;(occupation, Handlers-cleaners);(relationship, Not-in-family);(hr_worked_per_week, '\'(52.5-inf)\'');0.0003;;
U;0;(age, '\'(27.5-34.5]\'');(occupation, Transport-moving);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(fnlwgt, '\'(96945-138590]\'');(education_num, 10);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(type_employer, Self-emp-inc);(education_num, 8);(occupation, Exec-managerial);0.0003;;
U;0;(fnlwgt, '\'(138590-176261.5]\'');(occupation, Other-service);(race, Asian-Pac-Islander);0.0003;;
U;0;(age, '\'(-inf-27.5]\'');(race, Amer-Indian-Eskimo);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0003;;
U;0;(fnlwgt, '\'(-inf-96945]\'');(race, Other);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0003;;
U;0;(type_employer, State-gov);(occupation, Handlers-cleaners);(relationship, Not-in-family);0.0003;;
U;0;(type_employer, State-gov);(occupation, Handlers-cleaners);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0003;;
U;0;(age, '\'(27.5-34.5]\'');(education_num, 7);(relationship, Wife);0.0003;;
U;0;(type_employer, Local-gov);(fnlwgt, '\'(138590-176261.5]\'');(occupation, Tech-support);0.0003;;
U;0;(education_num, 5);(occupation, Adm-clerical);(relationship, Unmarried);0.0003;;
U;0;(type_employer, Local-gov);(education_num, 8);(relationship, Not-in-family);0.0003;;
U;0;(type_employer, Local-gov);(marital_status, Widowed);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0003;;
U;0;(fnlwgt, '\'(276793.5-inf)\'');(marital_status, Never-married);(race, Other);0.0003;;
U;0;(fnlwgt, '\'(176261.5-206692.5]\'');(education_num, 4);(race, Black);0.0003;;
U;0;(marital_status, Divorced);(occupation, Handlers-cleaners);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0003;;
U;0;(age, '\'(27.5-34.5]\'');(fnlwgt, '\'(206692.5-276793.5]\'');(marital_status, Widowed);0.0003;;
U;0;(age, '\'(27.5-34.5]\'');(relationship, Wife);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(education_num, 10);(marital_status, Widowed);(relationship, Other-relative);0.0003;;
U;0;(relationship, Other-relative);(sex, Female);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0003;;
U;0;(marital_status, Separated);(sex, Male);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0003;;
U;0;(age, '\'(-inf-27.5]\'');(education_num, 7);(occupation, Tech-support);0.0003;;
U;0;(age, '\'(27.5-34.5]\'');(type_employer, State-gov);(occupation, Transport-moving);0.0003;;
U;0;(fnlwgt, '\'(276793.5-inf)\'');(occupation, Adm-clerical);(race, Asian-Pac-Islander);0.0003;;
U;0;(education_num, 4);(occupation, Other-service);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0003;;
U;0;(type_employer, State-gov);(occupation, Other-service);(hr_worked_per_week, '\'(52.5-inf)\'');0.0003;;
U;0;(fnlwgt, '\'(276793.5-inf)\'');(marital_status, Married-spouse-absent);(hr_worked_per_week, '\'(52.5-inf)\'');0.0003;;
U;0;(age, '\'(52.5-inf)\'');(type_employer, Local-gov);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(fnlwgt, '\'(176261.5-206692.5]\'');(marital_status, Divorced);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(type_employer, State-gov);(education_num, 6);(occupation, Other-service);0.0003;;
U;0;(type_employer, Local-gov);(fnlwgt, '\'(176261.5-206692.5]\'');(occupation, Farming-fishing);0.0003;;
U;0;(age, '\'(45.5-52.5]\'');(education_num, 6);(occupation, Adm-clerical);0.0003;;
U;0;(age, '\'(-inf-27.5]\'');(type_employer, Local-gov);(occupation, Transport-moving);0.0003;;
U;0;(fnlwgt, '\'(206692.5-276793.5]\'');(occupation, Protective-serv);(relationship, Unmarried);0.0003;;
U;0;(age, '\'(-inf-27.5]\'');(marital_status, Married-civ-spouse);(race, Asian-Pac-Islander);0.0003;;
U;0;(education_num, 10);(marital_status, Married-spouse-absent);(occupation, Other-service);0.0003;;
U;0;(marital_status, Married-spouse-absent);(occupation, Other-service);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0003;;
U;0;(age, '\'(27.5-34.5]\'');(type_employer, State-gov);(occupation, Handlers-cleaners);0.0003;;
U;0;(fnlwgt, '\'(176261.5-206692.5]\'');(marital_status, Married-spouse-absent);(occupation, Prof-specialty);0.0003;;
U;0;(education_num, 11);(relationship, Unmarried);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0003;;
U;0;(age, '\'(27.5-34.5]\'');(occupation, Exec-managerial);(race, Asian-Pac-Islander);0.0003;;
U;0;(age, '\'(34.5-39.5]\'');(education_num, 5);(race, Black);0.0003;;
U;0;(education_num, 11);(occupation, Adm-clerical);(relationship, Other-relative);0.0003;;
U;0;(type_employer, Self-emp-inc);(education_num, 6);(relationship, Own-child);0.0003;;
U;0;(fnlwgt, '\'(138590-176261.5]\'');(education_num, 12);(marital_status, Widowed);0.0003;;
U;0;(type_employer, State-gov);(relationship, Husband);(race, Asian-Pac-Islander);0.0003;;
U;0;(fnlwgt, '\'(-inf-96945]\'');(education_num, 5);(relationship, Unmarried);0.0003;;
U;0;(type_employer, Local-gov);(marital_status, Separated);(occupation, Transport-moving);0.0003;;
U;0;(fnlwgt, '\'(206692.5-276793.5]\'');(occupation, Craft-repair);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(education_num, 9);(marital_status, Widowed);(occupation, Tech-support);0.0003;;
U;0;(fnlwgt, '\'(-inf-96945]\'');(education_num, 8);(marital_status, Widowed);0.0003;;
U;0;(age, '\'(34.5-39.5]\'');(education_num, 7);(occupation, Farming-fishing);0.0003;;
U;0;(fnlwgt, '\'(206692.5-276793.5]\'');(education_num, 11);(marital_status, Separated);0.0003;;
U;0;(age, '\'(45.5-52.5]\'');(marital_status, Married-spouse-absent);(race, Black);0.0003;;
U;0;(fnlwgt, '\'(276793.5-inf)\'');(education_num, 6);(occupation, Farming-fishing);0.0003;;
U;0;(education_num, 13);(race, Other);(sex, Male);0.0003;;
U;0;(fnlwgt, '\'(-inf-96945]\'');(education_num, 14);(occupation, Protective-serv);0.0003;;
U;0;(age, '\'(34.5-39.5]\'');(relationship, Other-relative);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0003;;
U;0;(type_employer, State-gov);(education_num, 10);(relationship, Other-relative);0.0003;;
U;0;(type_employer, State-gov);(marital_status, Divorced);(relationship, Other-relative);0.0003;;
U;0;(age, '\'(39.5-45.5]\'');(type_employer, Private);(occupation, Priv-house-serv);0.0003;;
U;0;(type_employer, Local-gov);(fnlwgt, '\'(-inf-96945]\'');(relationship, Other-relative);0.0003;;
U;0;(fnlwgt, '\'(176261.5-206692.5]\'');(occupation, Exec-managerial);(relationship, Other-relative);0.0003;;
U;0;(education_num, 5);(marital_status, Divorced);(occupation, Machine-op-inspct);0.0003;;
U;0;(type_employer, Self-emp-not-inc);(occupation, Craft-repair);(relationship, Other-relative);0.0003;;
U;0;(age, '\'(39.5-45.5]\'');(education_num, 4);(sex, Female);0.0003;;
U;0;(education_num, 6);(occupation, Farming-fishing);(relationship, Not-in-family);0.0003;;
U;0;(age, '\'(34.5-39.5]\'');(type_employer, State-gov);(race, Asian-Pac-Islander);0.0003;;
U;0;(type_employer, State-gov);(occupation, Exec-managerial);(race, Asian-Pac-Islander);0.0003;;
U;0;(education_num, 9);(occupation, Craft-repair);(race, Other);0.0003;;
U;0;(age, '\'(52.5-inf)\'');(education_num, 7);(occupation, Handlers-cleaners);0.0003;;
U;0;(age, '\'(45.5-52.5]\'');(education_num, 4);(marital_status, Widowed);0.0003;;
U;0;(fnlwgt, '\'(-inf-96945]\'');(education_num, 7);(race, Black);0.0003;;
U;0;(age, '\'(52.5-inf)\'');(occupation, Machine-op-inspct);(relationship, Own-child);0.0003;;
U;0;(age, '\'(52.5-inf)\'');(occupation, Farming-fishing);(relationship, Own-child);0.0003;;
U;0;(age, '\'(39.5-45.5]\'');(fnlwgt, '\'(176261.5-206692.5]\'');(race, Amer-Indian-Eskimo);0.0003;;
U;0;(fnlwgt, '\'(176261.5-206692.5]\'');(relationship, Unmarried);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(occupation, Craft-repair);(relationship, Unmarried);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(type_employer, Self-emp-not-inc);(fnlwgt, '\'(176261.5-206692.5]\'');(relationship, Other-relative);0.0003;;
U;0;(type_employer, State-gov);(occupation, Other-service);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0003;;
U;0;(age, '\'(-inf-27.5]\'');(occupation, Handlers-cleaners);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0003;;
U;0;(type_employer, State-gov);(education_num, 14);(occupation, Protective-serv);0.0003;;
U;0;(fnlwgt, '\'(276793.5-inf)\'');(education_num, 7);(occupation, Farming-fishing);0.0003;;
U;0;(marital_status, Married-spouse-absent);(occupation, Other-service);(sex, Male);0.0003;;
U;0;(education_num, 8);(occupation, Handlers-cleaners);(relationship, Not-in-family);0.0003;;
U;0;(age, '\'(39.5-45.5]\'');(occupation, Other-service);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0003;;
U;0;(age, '\'(39.5-45.5]\'');(education_num, 4);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0003;;
U;0;(fnlwgt, '\'(176261.5-206692.5]\'');(race, Asian-Pac-Islander);(hr_worked_per_week, '\'(52.5-inf)\'');0.0003;;
U;0;(education_num, 14);(relationship, Not-in-family);(race, Asian-Pac-Islander);0.0003;;
U;0;(type_employer, Local-gov);(fnlwgt, '\'(276793.5-inf)\'');(occupation, Handlers-cleaners);0.0003;;
U;0;(education_num, 7);(occupation, Farming-fishing);(hr_worked_per_week, '\'(52.5-inf)\'');0.0003;;
U;0;(age, '\'(34.5-39.5]\'');(education_num, 5);(marital_status, Never-married);0.0003;;
U;0;(fnlwgt, '\'(96945-138590]\'');(education_num, 8);(occupation, Machine-op-inspct);0.0003;;
U;0;(fnlwgt, '\'(276793.5-inf)\'');(education_num, 10);(race, Amer-Indian-Eskimo);0.0003;;
U;0;(type_employer, Local-gov);(fnlwgt, '\'(-inf-96945]\'');(education_num, 8);0.0003;;
U;0;(education_num, 8);(marital_status, Never-married);(occupation, Prof-specialty);0.0003;;
U;0;(age, '\'(39.5-45.5]\'');(marital_status, Widowed);(hr_worked_per_week, '\'(52.5-inf)\'');0.0003;;
U;0;(fnlwgt, '\'(138590-176261.5]\'');(education_num, 14);(marital_status, Widowed);0.0003;;
U;0;(marital_status, Widowed);(occupation, Protective-serv);(sex, Female);0.0003;;
U;0;(fnlwgt, '\'(276793.5-inf)\'');(race, Amer-Indian-Eskimo);(sex, Female);0.0003;;
U;0;(fnlwgt, '\'(276793.5-inf)\'');(education_num, 6);(occupation, Adm-clerical);0.0003;;
