Severity,Start_Time,Distance(mi),Street,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Weather_Condition,Amenity,Crossing,Junction,Railway,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset,Snow_Or_Ice,Low_Vis_Weather,Rain,Freezing?,Slowdown,Season
1,2018-06-27 06:41:16,0.0,Beltway,67.8,84.0,30.07,10.0,Calm,Overcast,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Summer
1,2018-06-27 14:15:24,0.0,Beltway,81.0,69.0,29.96,10.0,SW,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Summer
1,2018-06-27 15:49:09,0.0,Highway,75.2,83.0,29.96,5.0,S,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Summer
1,2018-06-27 15:49:52,0.0,Interstate,69.1,90.0,29.96,10.0,Variable,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Summer
1,2018-06-28 06:05:13,0.0,large_local,73.4,100.0,29.83,10.0,SW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Summer
1,2018-06-28 07:14:15,0.0,local,73.4,94.0,29.82,10.0,SW,Clear,0,0,0,0,0,1,0,0,Day,0,0,0,0,1,Summer
1,2018-06-28 07:43:35,0.0,large_local,75.7,84.0,29.81,10.0,Calm,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Summer
1,2018-06-28 12:19:20,0.0,Highway,84.2,58.0,29.85,10.0,NW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Summer
1,2018-06-28 12:52:35,0.0,Highway,84.2,62.0,29.82,7.0,W,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Summer
1,2018-06-28 14:22:25,0.0,Highway,85.1,57.0,29.8,10.0,W,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Summer
1,2018-06-28 15:34:05,0.0,Highway,84.2,61.0,29.8,10.0,W,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Summer
1,2018-04-30 05:55:40,0.0,Interstate,44.6,46.0,30.18,10.0,W,Scattered Clouds,0,0,0,0,0,0,0,0,Night,0,0,0,0,0,Spring
1,2018-04-30 05:56:36,0.0,Beltway,33.4,94.0,30.19,10.0,Calm,Clear,0,0,1,0,0,0,0,0,Night,0,0,0,0,1,Spring
1,2018-04-30 05:55:40,0.0,Interstate,44.6,46.0,30.18,10.0,W,Scattered Clouds,0,0,0,0,0,0,0,0,Night,0,0,0,0,0,Spring
1,2018-04-30 07:31:08,0.0,local,50.0,31.0,30.23,10.0,W,Scattered Clouds,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-04-30 07:40:30,0.0,Interstate,44.6,46.0,30.2,10.0,W,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-04-30 07:54:15,0.0,Highway,45.0,37.0,30.31,10.0,NW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-04-30 08:05:27,1.559999942779541,large_local,45.0,37.0,30.31,10.0,NW,Clear,0,0,0,0,0,0,0,1,Day,0,0,0,0,1,Spring
1,2018-04-30 08:30:01,0.0,Interstate,50.0,20.0,30.24,10.0,NW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-04-30 11:37:45,0.0,Interstate,62.1,22.0,30.2,10.0,NW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-04-30 18:10:32,0.0,Interstate,69.1,18.0,30.03,10.0,W,Partly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-01 06:08:08,0.0,local,39.9,83.0,30.25,10.0,Calm,Clear,0,0,1,0,0,0,0,0,Night,0,0,0,0,1,Spring
1,2018-05-01 06:18:31,0.0,local,44.6,71.0,30.16,10.0,W,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-01 06:29:52,0.0,local,53.6,35.0,30.14,10.0,SW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-01 07:09:02,0.0,Beltway,41.9,82.0,30.17,10.0,Calm,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-01 07:47:23,0.0,local,55.4,54.0,30.18,10.0,SW,Clear,0,0,1,0,0,0,0,1,Day,0,0,0,0,2,Spring
1,2018-05-01 08:00:56,0.0,Interstate,55.9,45.0,30.17,10.0,SW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-01 12:29:56,0.0,Highway,75.9,19.0,30.13,10.0,NW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-01 13:23:21,0.0,large_local,74.8,19.0,30.14,10.0,NW,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-01 14:25:09,0.0,Interstate,78.8,21.0,30.12,10.0,SW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-01 14:36:04,8.189999580383299,large_local,78.8,11.0,30.15,10.0,W,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-02 05:38:15,0.0,Beltway,46.2,90.0,30.14,10.0,Calm,Clear,0,0,1,0,0,0,0,0,Night,0,0,0,0,1,Spring
1,2018-05-02 06:58:52,0.0,Beltway,47.3,84.0,30.16,10.0,Calm,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-02 06:59:53,0.0,large_local,47.3,84.0,30.16,10.0,Calm,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-02 08:46:41,2.369999885559082,Highway,63.0,54.0,30.18,10.0,Calm,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-02 08:56:44,0.0,Interstate,69.1,39.0,30.27,10.0,Calm,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-02 09:37:28,0.0,Interstate,80.1,28.0,30.16,10.0,W,Partly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-02 15:55:22,0.0,Beltway,86.0,24.0,30.07,10.0,S,Scattered Clouds,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-02 16:43:34,0.0,Interstate,82.4,35.0,30.07,10.0,SE,Partly Cloudy,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-02 17:10:19,0.0,Interstate,89.6,8.0,30.08,10.0,SW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-02 17:44:00,0.0,Beltway,88.0,15.0,30.04,10.0,SW,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-03 06:43:33,0.0,local,62.6,88.0,30.1,10.0,Calm,Scattered Clouds,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-03 07:03:44,0.0,Interstate,59.0,81.0,30.19,10.0,Calm,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-03 12:23:53,0.0,local,85.8,35.0,30.06,10.0,S,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-03 14:36:35,0.0,Highway,89.1,34.0,30.01,10.0,SW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-04 06:36:22,0.0,Interstate,71.6,69.0,30.0,10.0,Calm,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-04 07:06:44,0.0,Interstate,64.4,100.0,30.02,10.0,Calm,Overcast,0,0,0,1,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-04 07:33:57,0.0,local,69.4,65.0,30.03,10.0,SW,Partly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-04 11:54:49,0.0,large_local,73.4,78.0,29.99,10.0,SE,Mostly Cloudy,0,0,0,0,0,0,0,1,Day,0,0,0,0,1,Spring
1,2018-05-04 11:57:34,0.0,local,79.7,53.0,29.96,10.0,SE,Clear,0,1,0,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-04 13:02:47,0.0,large_local,84.2,37.0,29.97,10.0,W,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-04 13:23:09,0.0,Interstate,84.2,33.0,29.94,10.0,SW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-04 13:56:11,0.0,local,82.0,47.0,29.91,10.0,S,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-04 14:13:45,0.0,Interstate,78.8,65.0,29.94,10.0,E,Scattered Clouds,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-04 16:19:03,0.0,Beltway,90.1,34.0,29.86,10.0,SW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-04 19:55:52,0.0,Beltway,85.3,40.0,29.87,10.0,SW,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-05 08:16:32,0.2800000011920929,local,64.9,47.0,30.22,10.0,Variable,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-07 06:45:08,0.0,Beltway,54.5,88.0,30.01,10.0,Calm,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-07 08:35:15,0.0,Highway,60.8,72.0,30.09,10.0,NE,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-07 11:49:12,0.0,large_local,68.0,52.0,30.11,10.0,E,Scattered Clouds,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-07 16:54:22,0.0,Beltway,75.9,40.0,30.06,10.0,E,Scattered Clouds,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-07 17:42:16,0.0,local,73.4,50.0,30.08,10.0,Calm,Scattered Clouds,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-07 18:35:39,0.0,local,73.0,46.0,30.08,10.0,SE,Partly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-08 05:41:07,0.0,Highway,46.4,100.0,30.22,10.0,Calm,Clear,0,0,0,0,0,0,0,0,Night,0,0,0,0,0,Spring
1,2018-05-08 07:04:48,0.0,Highway,55.4,100.0,30.24,10.0,Calm,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-08 07:23:49,0.0,Interstate,60.8,82.0,30.27,10.0,Calm,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-08 07:49:46,0.0,local,58.1,81.0,30.27,7.0,NE,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-08 13:44:31,0.0,Interstate,73.9,40.0,30.3,10.0,Variable,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-08 14:15:46,7.599999904632567,Interstate,73.0,49.0,30.21,10.0,Variable,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-08 17:18:12,6.070000171661378,Interstate,75.0,37.0,30.25,10.0,SE,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-09 06:00:05,0.0,Interstate,52.0,93.0,30.16,10.0,Calm,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-09 06:51:53,0.0,Interstate,50.0,93.0,30.27,10.0,Calm,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-09 10:07:50,0.0,large_local,65.1,59.0,30.17,10.0,Calm,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-09 14:54:22,0.0,Highway,75.7,40.0,30.13,10.0,SE,Scattered Clouds,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-09 16:49:55,0.0,local,75.2,47.0,30.09,10.0,Calm,Scattered Clouds,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-09 19:24:01,0.3400000035762787,local,73.4,37.0,30.06,10.0,SE,Clear,0,1,0,0,0,0,0,1,Day,0,0,0,0,2,Spring
1,2018-05-09 19:23:30,0.3400000035762787,large_local,73.4,37.0,30.06,10.0,SE,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-10 05:17:38,0.0,Interstate,55.4,82.0,30.02,10.0,Calm,Mostly Cloudy,0,0,0,0,0,0,0,0,Night,0,0,0,0,0,Spring
1,2018-05-10 05:56:07,0.0,Beltway,53.6,94.0,30.0,10.0,Calm,Clear,0,0,1,0,0,0,0,0,Night,0,0,0,0,1,Spring
1,2018-05-10 06:19:32,0.0,Interstate,57.0,81.0,29.97,10.0,SW,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-10 06:30:07,0.0,local,60.8,82.0,29.98,10.0,S,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-10 06:54:38,0.0,Interstate,62.6,94.0,30.02,10.0,Calm,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-10 07:50:56,0.0,local,64.0,78.0,30.05,10.0,S,Partly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-10 08:10:13,0.0,large_local,64.6,77.0,29.97,10.0,S,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-10 10:15:56,0.0,Interstate,68.0,83.0,29.96,7.0,SE,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2018-05-10 10:22:56,0.0,Interstate,66.9,73.0,29.94,10.0,SW,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2018-05-10 17:53:30,0.0,Interstate,73.4,69.0,29.83,10.0,Calm,Scattered Clouds,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-11 07:37:45,0.0,Beltway,66.9,79.0,30.01,10.0,SE,Scattered Clouds,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-11 07:36:31,0.0,local,64.9,81.0,30.1,10.0,NW,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-11 08:09:16,0.0,Beltway,65.5,82.0,30.0,10.0,Calm,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-11 08:08:13,0.0,Interstate,68.0,68.0,29.98,10.0,W,Partly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-11 08:11:09,0.0,Interstate,64.9,81.0,30.1,10.0,NW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-11 08:43:05,0.0,Interstate,66.2,78.0,30.03,10.0,W,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-11 08:54:23,0.0,Interstate,69.8,68.0,30.03,10.0,SW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-11 12:44:49,0.0,large_local,75.2,41.0,30.07,10.0,NW,Scattered Clouds,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-11 14:30:03,0.0,Beltway,78.6,43.0,30.02,10.0,NW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-11 17:24:45,0.0,Interstate,78.8,39.0,30.03,10.0,NW,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-12 14:02:06,0.0,Beltway,83.1,50.0,29.99,10.0,S,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-13 10:53:50,0.0,large_local,66.2,100.0,30.09,7.0,S,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-13 13:20:04,0.0,Highway,57.9,95.0,30.13,9.0,E,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-13 15:19:34,0.0,Interstate,59.0,100.0,30.08,3.0,E,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-13 18:43:12,0.0,Highway,60.8,100.0,30.05,4.0,Variable,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-14 05:39:30,8.699999809265138,Highway,59.0,100.0,30.02,1.2,Calm,Overcast,0,0,0,0,0,0,0,0,Night,0,0,0,0,0,Spring
1,2018-05-14 06:21:06,0.0,Highway,59.0,100.0,30.02,0.8,Calm,Overcast,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-14 07:21:18,0.0,Interstate,58.8,98.0,30.02,0.5,Calm,Overcast,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-14 08:05:07,0.0,large_local,60.8,100.0,30.06,1.5,Calm,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-14 08:35:39,0.0,Interstate,59.0,100.0,30.07,4.0,Calm,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-14 08:41:07,0.0,Interstate,59.0,100.0,30.07,4.0,Calm,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-14 12:41:10,0.0,local,68.0,94.0,30.04,4.0,SE,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-14 15:33:09,0.0,Highway,78.8,61.0,29.98,7.0,Calm,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-15 04:51:29,0.0,large_local,64.4,100.0,29.97,10.0,SW,Clear,0,0,0,0,0,0,0,0,Night,0,0,0,0,0,Spring
1,2018-05-15 05:03:19,0.0,local,64.4,100.0,29.97,10.0,SW,Clear,0,0,0,0,0,0,0,1,Night,0,0,0,0,1,Spring
1,2018-05-15 07:02:33,0.0,Interstate,69.1,84.0,29.91,10.0,SW,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-15 07:14:33,0.0,local,68.0,87.0,30.04,10.0,SW,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-15 07:46:58,0.0,Interstate,69.8,88.0,29.97,10.0,SW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-15 07:52:15,0.0,Highway,69.8,88.0,29.97,10.0,SW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-15 08:22:23,0.0,Interstate,73.4,88.0,29.94,10.0,SW,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-15 08:35:36,0.0,Interstate,73.4,88.0,29.94,10.0,SW,Mostly Cloudy,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-15 12:17:21,0.0,Interstate,81.0,67.0,29.9,10.0,SW,Scattered Clouds,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-15 13:59:56,0.0,Highway,80.6,79.0,29.89,10.0,SE,Partly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-15 14:41:46,0.0,Highway,89.6,46.0,29.85,10.0,SW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-15 17:27:47,0.0,Interstate,88.0,53.0,29.88,10.0,SW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-16 05:15:52,0.4600000083446503,Beltway,66.4,99.0,30.01,10.0,SE,Drizzle,0,0,0,0,0,0,0,0,Night,0,0,1,0,0,Spring
1,2018-05-16 05:31:49,0.0,Highway,66.0,100.0,29.99,5.0,Calm,Drizzle,0,0,0,0,0,0,0,0,Night,0,0,1,0,0,Spring
1,2018-05-16 06:49:32,0.0,large_local,66.2,94.0,30.02,3.0,Variable,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2018-05-16 06:51:03,0.0,local,66.2,100.0,30.01,4.0,SE,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2018-05-16 14:04:23,0.0,Highway,71.6,88.0,30.03,4.0,SE,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2018-05-16 14:28:06,0.0,Interstate,71.1,84.0,30.0,4.0,Calm,Haze,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-16 14:46:54,8.189999580383299,large_local,73.4,100.0,30.02,7.0,Calm,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2018-05-16 15:17:43,0.0,local,71.6,94.0,30.01,10.0,SE,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2018-05-17 05:14:16,0.0,large_local,62.6,100.0,29.95,6.0,E,Drizzle,0,0,0,0,0,0,0,0,Night,0,0,1,0,0,Spring
1,2018-05-17 05:55:11,0.0,large_local,63.9,97.0,29.94,3.0,Calm,Overcast,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-17 05:52:54,0.0,large_local,63.9,97.0,29.94,3.0,Calm,Overcast,0,0,1,0,0,0,0,0,Night,0,0,0,0,1,Spring
1,2018-05-17 04:24:20,0.0,Beltway,64.6,98.0,29.93,3.0,Calm,Overcast,0,0,1,0,0,0,0,0,Night,0,0,0,0,1,Spring
1,2018-05-17 06:42:31,0.0,Highway,63.0,100.0,29.96,3.0,NE,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2018-05-17 06:48:18,0.0,Interstate,64.4,94.0,29.98,10.0,Calm,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2018-05-17 06:42:31,0.0,Highway,63.0,100.0,29.96,3.0,NE,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2018-05-17 07:32:57,0.0,Interstate,63.0,100.0,29.98,1.5,NW,Heavy Rain,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2018-05-17 07:34:38,0.0,local,64.4,94.0,29.98,10.0,Calm,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-17 08:13:10,0.0,large_local,63.9,96.0,29.97,3.0,NE,Overcast,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-17 08:18:21,0.0,Interstate,62.6,100.0,30.01,1.5,Calm,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2018-05-17 08:57:35,0.0,local,62.6,100.0,30.01,1.5,Calm,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2018-05-17 10:29:54,3.440000057220459,Interstate,64.4,96.0,30.0,3.0,NE,Overcast,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-18 05:43:41,0.0,local,66.9,90.0,30.06,10.0,NE,Drizzle,0,0,0,0,0,0,0,0,Night,0,0,1,0,0,Spring
1,2018-05-18 07:46:51,0.0,Highway,64.4,94.0,30.11,10.0,NE,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-18 08:06:44,0.0,local,64.4,94.0,30.12,10.0,NE,Overcast,0,0,0,0,0,0,0,1,Day,0,0,0,0,1,Spring
1,2018-05-18 11:52:49,0.0,local,65.3,94.0,30.15,3.0,E,Overcast,0,1,0,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-18 13:28:55,0.0,large_local,64.4,94.0,30.19,3.0,E,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-18 13:46:42,0.0,Beltway,65.3,94.0,30.16,4.0,NE,Overcast,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-19 12:40:27,0.0,Interstate,61.0,97.0,30.15,2.5,NE,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2018-05-19 13:04:28,0.0,large_local,57.2,100.0,30.19,7.0,NE,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2018-05-19 14:55:57,0.0,large_local,60.8,100.0,30.16,7.0,NE,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-19 14:56:26,0.0,large_local,62.6,100.0,30.13,7.0,SE,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-20 11:52:20,0.0,Beltway,81.1,59.0,30.03,10.0,W,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-21 05:17:55,0.0,Interstate,66.0,87.0,30.12,10.0,NE,Mostly Cloudy,0,0,0,0,0,0,0,0,Night,0,0,0,0,0,Spring
1,2018-05-21 06:15:35,0.0,Highway,62.6,88.0,30.19,10.0,NE,Scattered Clouds,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-21 07:12:35,0.0,local,64.4,94.0,30.19,10.0,Calm,Scattered Clouds,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-21 07:54:26,0.0,Beltway,67.8,73.0,30.19,10.0,NE,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-21 08:20:06,0.0,Interstate,69.8,73.0,30.22,10.0,NE,Partly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-21 08:46:07,0.0,Highway,69.8,73.0,30.22,10.0,NE,Partly Cloudy,0,0,0,0,0,0,0,1,Day,0,0,0,0,1,Spring
1,2018-05-21 08:48:41,0.0,Highway,71.6,60.0,30.25,10.0,NE,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-21 13:46:50,0.0,Beltway,81.0,47.0,30.17,10.0,Calm,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-21 15:09:08,0.0,Highway,79.3,52.0,30.15,10.0,Calm,Scattered Clouds,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-22 06:01:04,2.859999895095825,large_local,64.0,80.0,30.1,10.0,Calm,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-22 07:05:48,0.0,Interstate,64.9,81.0,30.11,10.0,Calm,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-22 08:00:43,0.0,Highway,62.6,88.0,30.15,10.0,SE,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2018-05-22 08:56:18,0.0,Beltway,64.8,85.0,30.12,7.0,Calm,Overcast,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2018-05-22 11:26:10,0.0,large_local,68.0,100.0,30.11,3.0,Calm,Rain,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2018-05-22 12:55:45,0.0,Highway,62.2,95.0,30.09,6.0,NE,Overcast,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2018-05-23 06:51:40,0.0,Highway,65.5,99.0,29.96,1.0,Calm,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
