capshp,capsurf,capcol,buis,odor,gilatt,gillspac,gillsiz,gillcol,stlkshp,stlkroot,surfabovring,surfbeloring,colabovring,colbeloring,veiltyp,veilcol,ringnum,ringtyp,sporcol,pop,hab
f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g
f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d
f,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g
x,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d
x,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g
f,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g
x,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d
f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p
f,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g
f,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d
x,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p
f,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,p
x,s,p,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d
x,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g
x,f,p,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d
x,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g
f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g
f,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d
x,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d
f,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g
x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g
f,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g
x,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g
f,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g
x,s,p,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d
x,f,g,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d
x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,p
x,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p
f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d
x,s,g,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,u
x,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d
f,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d
x,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p
f,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p
x,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g
f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g
f,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p
x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p
x,s,w,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d
x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p
x,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p
x,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p
x,s,p,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d
f,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g
x,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g
x,s,w,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d
f,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g
x,f,p,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d
f,s,w,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,g
x,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p
f,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g
x,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g
x,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g
f,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g
x,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d
x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d
f,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g
x,f,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d
x,f,g,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d
x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g
x,s,g,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,g
x,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g
f,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d
f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p
x,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p
x,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d
f,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,p
f,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p
f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d
x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p
f,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d
x,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p
x,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d
f,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g
f,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d
x,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p
x,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p
x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g
x,s,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d
f,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g
f,s,b,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,g
x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d
x,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d
x,s,w,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d
x,y,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d
x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g
x,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d
x,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p
f,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g
x,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,d
x,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d
f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d
f,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p
f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d
x,s,w,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d
x,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d
x,f,w,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d
x,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d
x,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d
x,f,p,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d
f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d
f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p
x,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p
f,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,p
x,f,g,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d
x,s,p,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d
x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g
f,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
x,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g
x,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d
f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d
f,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p
x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p
x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p
f,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p
f,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p
x,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g
f,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g
f,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g
x,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d
x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p
f,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p
x,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d
x,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,p
x,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p
x,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p
f,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d
x,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d
f,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d
f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g
f,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,p
x,f,w,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d
x,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d
x,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p
f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
b,s,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m
f,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g
f,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p
f,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g
f,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g
x,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p
f,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g
x,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d
x,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p
f,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g
f,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g
x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p
f,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d
f,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g
x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p
x,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p
f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p
x,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g
f,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d
x,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d
x,s,g,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d
f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g
x,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d
f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p
x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d
f,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d
f,s,g,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u
x,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p
f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p
x,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p
x,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d
f,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d
f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,p
x,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g
f,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g
x,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p
f,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g
f,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p
x,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g
x,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,p
x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d
x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d
x,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d
f,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g
x,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g
f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g
x,s,b,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,u
f,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d
x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g
f,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p
f,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p
f,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d
x,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p
x,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p
f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p
f,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d
x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d
x,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g
x,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p
x,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d
f,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p
f,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d
f,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p
f,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p
f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g
f,s,b,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,u
x,f,g,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d
x,f,p,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d
f,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p
x,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g
x,s,g,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,s,u
f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p
x,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d
f,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p
f,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,d
f,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d
x,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g
f,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g
x,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g
f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g
x,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g
x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g
x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g
f,s,g,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,u
x,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g
f,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g
f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d
f,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d
f,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d
x,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p
x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p
f,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d
f,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d
f,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p
x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g
x,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p
x,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,d
x,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p
f,s,w,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,s,u
f,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g
f,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d
f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p
f,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d
f,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d
f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p
x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g
x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p
f,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g
x,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d
f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d
x,y,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d
x,s,w,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g
f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g
x,s,b,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,g
f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d
x,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d
x,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g
x,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g
x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g
f,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p
x,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p
f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g
f,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p
f,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d
x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p
f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g
x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p
x,f,p,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d
x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d
x,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g
f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g
x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g
f,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g
x,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d
x,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g
x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,p
x,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d
x,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d
f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p
f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d
x,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p
f,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p
x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g
f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g
x,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d
x,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p
f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g
f,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p
x,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d
x,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d
f,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p
x,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d
f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g
f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g
x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d
f,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p
f,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p
f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g
x,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,p
f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p
x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g
f,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g
f,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d
x,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d
f,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g
f,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d
f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g
f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d
f,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d
f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g
x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g
x,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g
x,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p
f,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d
x,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g
x,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p
f,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g
x,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d
f,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g
f,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d
