Entry;Class_Count;Nonclass_Count
('\'(34.5-39.5]\'',Private,'\'(96945-138590]\'',10,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',13,Never-married,Prof-specialty,Own-child,White,Male,'\'(39.5-40.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(276793.5-inf)\'',15,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(52.5-inf)\'',Private,'\'(276793.5-inf)\'',9,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Sales,Wife,White,Female,'\'(39.5-40.5]\'');1;1
('\'(52.5-inf)\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(40.5-47.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(138590-176261.5]\'',15,Never-married,Prof-specialty,Not-in-family,White,Male,'\'(39.5-40.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(40.5-47.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(138590-176261.5]\'',11,Divorced,Prof-specialty,Unmarried,White,Female,'\'(39.5-40.5]\'');1;1
('\'(52.5-inf)\'',Private,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(-inf-27.5]\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(176261.5-206692.5]\'',13,Never-married,Exec-managerial,Not-in-family,White,Female,'\'(47.5-52.5]\'');1;1
('\'(39.5-45.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(40.5-47.5]\'');1;1
('\'(39.5-45.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',13,Married-civ-spouse,Adm-clerical,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Other-service,Husband,White,Male,'\'(40.5-47.5]\'');1;1
('\'(52.5-inf)\'',Self-emp-inc,'\'(138590-176261.5]\'',15,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,'\'(39.5-40.5]\'');1;1
('\'(45.5-52.5]\'',Local-gov,'\'(276793.5-inf)\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(45.5-52.5]\'',Private,'\'(-inf-96945]\'',9,Divorced,Craft-repair,Not-in-family,White,Male,'\'(39.5-40.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(176261.5-206692.5]\'',13,Never-married,Sales,Not-in-family,White,Male,'\'(47.5-52.5]\'');1;1
('\'(39.5-45.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Adm-clerical,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(52.5-inf)\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(-inf-96945]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',11,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(27.5-34.5]\'',Self-emp-not-inc,'\'(96945-138590]\'',9,Married-civ-spouse,Sales,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(45.5-52.5]\'',Private,'\'(-inf-96945]\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\'');1;1
('\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(52.5-inf)\'',Self-emp-not-inc,'\'(276793.5-inf)\'',15,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(45.5-52.5]\'',Private,'\'(-inf-96945]\'',7,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(34.5-39.5]\'',Self-emp-not-inc,'\'(276793.5-inf)\'',9,Married-civ-spouse,Farming-fishing,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(39.5-45.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(52.5-inf)\'',Self-emp-inc,'\'(276793.5-inf)\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(34.5-39.5]\'',Local-gov,'\'(-inf-96945]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Exec-managerial,Wife,White,Female,'\'(39.5-40.5]\'');1;1
('\'(39.5-45.5]\'',State-gov,'\'(138590-176261.5]\'',15,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(52.5-inf)\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Adm-clerical,Wife,White,Female,'\'(39.5-40.5]\'');1;1
('\'(52.5-inf)\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(138590-176261.5]\'',13,Married-civ-spouse,Tech-support,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(52.5-inf)\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(-inf-37.5]\'');1;1
('\'(39.5-45.5]\'',Local-gov,'\'(138590-176261.5]\'',14,Divorced,Prof-specialty,Unmarried,Black,Female,'\'(39.5-40.5]\'');1;1
('\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Adm-clerical,Wife,White,Female,'\'(39.5-40.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\'');1;1
('\'(27.5-34.5]\'',Self-emp-not-inc,'\'(206692.5-276793.5]\'',9,Never-married,Craft-repair,Not-in-family,White,Male,'\'(47.5-52.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Adm-clerical,Husband,White,Male,'\'(40.5-47.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(176261.5-206692.5]\'',9,Married-civ-spouse,Sales,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(52.5-inf)\'',Self-emp-not-inc,'\'(-inf-96945]\'',9,Married-civ-spouse,Farming-fishing,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(-inf-27.5]\'',Private,'\'(206692.5-276793.5]\'',10,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(138590-176261.5]\'',10,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(39.5-45.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(45.5-52.5]\'',Local-gov,'\'(-inf-96945]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(52.5-inf)\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(52.5-inf)\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(52.5-inf)\'',Private,'\'(276793.5-inf)\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(27.5-34.5]\'',Private,'\'(138590-176261.5]\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(34.5-39.5]\'',Private,'\'(138590-176261.5]\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(45.5-52.5]\'',Self-emp-inc,'\'(96945-138590]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(39.5-45.5]\'',Private,'\'(-inf-96945]\'',9,Divorced,Craft-repair,Not-in-family,White,Male,'\'(39.5-40.5]\'');1;1
('\'(45.5-52.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(-inf-96945]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',12,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(39.5-45.5]\'',Private,'\'(276793.5-inf)\'',9,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(39.5-45.5]\'',Private,'\'(276793.5-inf)\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Sales,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(39.5-45.5]\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',7,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(45.5-52.5]\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(52.5-inf)\'',Private,'\'(138590-176261.5]\'',14,Divorced,Prof-specialty,Not-in-family,White,Female,'\'(39.5-40.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(45.5-52.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(276793.5-inf)\'',9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Adm-clerical,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(34.5-39.5]\'',State-gov,'\'(138590-176261.5]\'',13,Never-married,Prof-specialty,Not-in-family,White,Male,'\'(39.5-40.5]\'');1;1
('\'(-inf-27.5]\'',Private,'\'(276793.5-inf)\'',13,Never-married,Exec-managerial,Not-in-family,White,Male,'\'(40.5-47.5]\'');1;1
('\'(52.5-inf)\'',State-gov,'\'(138590-176261.5]\'',16,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(39.5-45.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(-inf-27.5]\'',Private,'\'(176261.5-206692.5]\'',13,Never-married,Prof-specialty,Not-in-family,White,Female,'\'(39.5-40.5]\'');1;1
('\'(52.5-inf)\'',Private,'\'(-inf-96945]\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(39.5-45.5]\'',Private,'\'(276793.5-inf)\'',9,Divorced,Adm-clerical,Unmarried,White,Female,'\'(39.5-40.5]\'');1;1
('\'(52.5-inf)\'',Private,'\'(-inf-96945]\'',10,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(-inf-27.5]\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(-inf-27.5]\'',Private,'\'(276793.5-inf)\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(52.5-inf)\'',Federal-gov,'\'(-inf-96945]\'',9,Married-civ-spouse,Adm-clerical,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(138590-176261.5]\'',10,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(45.5-52.5]\'',Self-emp-inc,'\'(276793.5-inf)\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(52.5-inf)\'',Private,'\'(138590-176261.5]\'',9,Divorced,Transport-moving,Not-in-family,White,Male,'\'(52.5-inf)\'');1;1
('\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(45.5-52.5]\'',Self-emp-not-inc,'\'(176261.5-206692.5]\'',9,Married-civ-spouse,Farming-fishing,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Sales,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(206692.5-276793.5]\'',12,Married-civ-spouse,Other-service,Wife,White,Female,'\'(-inf-37.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Exec-managerial,Wife,White,Female,'\'(39.5-40.5]\'');1;1
('\'(52.5-inf)\'',Private,'\'(276793.5-inf)\'',10,Married-civ-spouse,Craft-repair,Wife,White,Female,'\'(39.5-40.5]\'');1;1
('\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',12,Married-civ-spouse,Sales,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(52.5-inf)\'',Self-emp-inc,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',11,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(52.5-inf)\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(-inf-27.5]\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Prof-specialty,Wife,White,Female,'\'(39.5-40.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(52.5-inf)\'',Private,'\'(-inf-96945]\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(45.5-52.5]\'',Self-emp-inc,'\'(96945-138590]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(27.5-34.5]\'',Private,'\'(-inf-96945]\'',11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(176261.5-206692.5]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(52.5-inf)\'',Private,'\'(206692.5-276793.5]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(138590-176261.5]\'',12,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(52.5-inf)\'',Private,'\'(-inf-96945]\'',11,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(27.5-34.5]\'',State-gov,'\'(276793.5-inf)\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(39.5-45.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Adm-clerical,Wife,White,Female,'\'(-inf-37.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(45.5-52.5]\'',Private,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(34.5-39.5]\'',Private,'\'(276793.5-inf)\'',10,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(-inf-27.5]\'',Private,'\'(206692.5-276793.5]\'',13,Never-married,Exec-managerial,Not-in-family,White,Male,'\'(52.5-inf)\'');1;1
('\'(39.5-45.5]\'',Self-emp-inc,'\'(138590-176261.5]\'',9,Married-civ-spouse,Sales,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(45.5-52.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(45.5-52.5]\'',Local-gov,'\'(176261.5-206692.5]\'',14,Divorced,Exec-managerial,Not-in-family,White,Female,'\'(52.5-inf)\'');1;1
('\'(45.5-52.5]\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\'');1;1
('\'(52.5-inf)\'',Self-emp-inc,'\'(138590-176261.5]\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(-inf-37.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',9,Never-married,Craft-repair,Not-in-family,White,Male,'\'(39.5-40.5]\'');1;1
('\'(52.5-inf)\'',Private,'\'(206692.5-276793.5]\'',6,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(176261.5-206692.5]\'',9,Married-civ-spouse,Adm-clerical,Wife,White,Female,'\'(39.5-40.5]\'');1;1
('\'(45.5-52.5]\'',State-gov,'\'(206692.5-276793.5]\'',13,Divorced,Exec-managerial,Not-in-family,White,Female,'\'(39.5-40.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Tech-support,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(52.5-inf)\'',Self-emp-not-inc,'\'(96945-138590]\'',9,Married-civ-spouse,Sales,Husband,White,Male,'\'(-inf-37.5]\'');1;1
('\'(39.5-45.5]\'',Self-emp-not-inc,'\'(-inf-96945]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(34.5-39.5]\'',Private,'\'(-inf-96945]\'',10,Married-civ-spouse,Other-service,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(45.5-52.5]\'',State-gov,'\'(-inf-96945]\'',16,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',11,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(39.5-45.5]\'',State-gov,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Adm-clerical,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Sales,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(27.5-34.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Adm-clerical,Wife,White,Female,'\'(39.5-40.5]\'');1;1
('\'(45.5-52.5]\'',Private,'\'(276793.5-inf)\'',9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(40.5-47.5]\'');1;1
('\'(39.5-45.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(45.5-52.5]\'',Private,'\'(176261.5-206692.5]\'',13,Never-married,Exec-managerial,Not-in-family,White,Male,'\'(47.5-52.5]\'');1;1
('\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(-inf-27.5]\'',Private,'\'(206692.5-276793.5]\'',10,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(34.5-39.5]\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(34.5-39.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Sales,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(-inf-27.5]\'',Private,'\'(-inf-96945]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\'');1;1
('\'(45.5-52.5]\'',Private,'\'(176261.5-206692.5]\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\'');1;1
('\'(52.5-inf)\'',Private,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(47.5-52.5]\'');1;1
('\'(45.5-52.5]\'',Private,'\'(176261.5-206692.5]\'',6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(40.5-47.5]\'');1;1
